Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO2 emissions per capita,Annual GDP Growth,Fossil fuel consumption per capita (TWh),Consumption-based carbon intensity (Kg/$)
0.987484,-1.0202929,-1.0159703,-1.0333334,-0.38704264,-0.69759625,-0.6669858,-4.02E-05,-0.42065087
0.61688006,-0.9259036,-0.86587083,-0.9282204,-0.7329589,-0.73078257,-0.68546706,-0.635836,-0.88343185
-0.5080635,-0.9719932,-0.3523562,-0.9910131,0.059400156,-0.566213,-0.07055552,-0.7575829,-0.28257218
0.9142429,-1.0261393,-1.0208502,-1.0282317,-0.44304037,-0.67533565,-0.65365034,-0.017772418,-0.49831888
1.0038604,-1.032993,-1.038365,-1.0281487,-0.37957454,-0.71273816,-0.7005057,0.010994215,-0.4445705
-0.5165693,-0.9787773,-0.36709553,-1.0079992,0.038755998,-0.5657395,-0.043015286,-0.7553808,-0.29042423
-0.16009891,-0.90419054,-0.53098106,-0.58143145,0.18844518,-0.635565,-0.13804305,-0.728648,-0.20168343
0.13851538,-1.0018086,-1.0506486,-1.0209129,0.08676343,-0.7674987,-0.8623192,-0.9044477,-0.7844728
0.5628868,-0.77595794,-0.766185,-0.9008904,0.16812931,-0.5644686,-0.31156385,-0.8281585,-0.4082051
-1.0771216,-1.0103931,-0.9506685,-0.9659284,0.24486373,-0.5723737,0.12730123,-0.6460301,0.021066844
-0.26864657,-0.94994926,-0.4899916,-0.7064012,0.1593039,-0.63524204,-0.14612485,-0.7385614,-0.24559805
-0.098154694,-0.94683516,-0.54710555,-0.5174312,0.21623786,-0.6623836,-0.17804866,-0.69529027,-0.19976874
0.4427029,-0.86694974,-0.7801335,-0.6859579,0.40063345,-0.8327648,-0.69846743,-0.64088404,-0.19936791
0.8813614,-0.9906179,-0.95140034,-0.999401,-0.6054789,-0.68964136,-0.6296966,-0.2942539,-0.6708292
0.75783217,-0.9712386,-0.8946911,-0.9360802,-0.24384452,-0.7060432,-0.7066786,-0.40295452,-0.541007
-0.816127,-0.96921766,-0.8846362,-0.90333295,0.0697688,-0.54868674,-0.08302753,-0.6398655,-0.066215605
0.9997445,-1.0843232,-1.094544,-1.093417,-0.43787813,-0.721296,-0.67265296,0.023583788,-0.486769
-0.27600121,-0.9414048,-0.5112075,-0.7060588,0.14238542,-0.6202065,-0.15915881,-0.7320318,-0.2568019
-0.07339149,-0.87356746,-0.93593067,-0.83155864,0.25283104,-0.76604456,-0.55722284,-0.9104436,-0.5183977
-0.16772407,-0.8982428,-0.53793633,-0.53457016,0.22929579,-0.6395363,-0.04524727,-0.6969544,-0.18901408
-0.29225343,-0.9398905,-0.46262282,-0.8014637,0.15533052,-0.6355142,-0.15398808,-0.7528696,-0.28698504
-0.6354477,-0.99395144,-0.89812994,-0.8940044,-0.121618,-0.522342,-0.3562255,-0.6571099,-0.10203287
0.02953746,-0.9655152,-0.9147928,-0.95035356,-0.48146957,-0.59250647,-0.831205,-0.68061984,-0.26288265
-0.46843636,-0.96676964,-0.4155085,-1.010294,0.04488565,-0.56438214,-0.057799265,-0.75763,-0.30581683
-0.4875977,-0.9707823,-0.38606054,-1.0176207,0.06950329,-0.56760365,-0.05560316,-0.7585542,-0.28190556
-0.066409044,-0.9895381,-0.9185452,-0.9362847,-0.4992479,-0.57297516,-0.9111655,-0.6565626,-0.1702165
-0.5057042,-0.942572,-0.34153718,-0.98937696,0.09121746,-0.56475526,-0.06489979,-0.75899565,-0.2889674
0.45334166,-0.96410316,-0.8546175,-0.9166301,-0.6922258,-0.7076139,-0.7439218,-0.60369766,-0.74896234
-0.3231132,-0.8160422,-0.97499037,-0.71510255,0.34270447,-0.8247506,-0.23787493,-1.0491897,-0.34274226
-0.12568319,-0.9922347,-0.92116404,-0.93517846,-0.4722216,-0.5702047,-0.92290825,-0.6854734,-0.1276933
-0.25616616,-0.97296476,-0.8567161,-0.92849815,-0.3032953,-0.5594072,-0.6173752,-0.691772,-0.1575444
-0.27872005,-0.858653,-0.98554486,-0.73682904,0.3166871,-0.80860394,-0.28687,-1.0044504,-0.38480568
-0.44833344,-0.82773954,-0.5511066,-0.8689833,0.26602477,-0.6707766,-0.06395541,-0.82181007,-0.25337404
-0.22563532,-0.9141432,-0.7631,-0.6533736,0.2751584,-0.73249763,-0.28196812,-0.8447339,-0.31885666
0.74204654,-0.8675794,-0.7557062,-0.6376248,0.5369042,-0.9113324,-0.82386255,-0.44735637,0.007717535
-1.0030469,-0.98397684,-0.9167706,-0.94853383,0.22073054,-0.56108683,0.11199041,-0.6394305,0.010421873
-0.50766367,-0.96096087,-0.37206876,-1.0254843,0.05574341,-0.56276447,-0.05948554,-0.7549666,-0.28657877
-0.22369486,-0.98898834,-0.9530738,-0.909537,-0.49837756,-0.5836095,-0.9618743,-0.658577,-0.14455901
-0.4631853,-0.9590492,-0.3749215,-1.0144571,0.069912136,-0.5513334,-0.058492944,-0.7644311,-0.2782943
-0.0948424,-0.95885456,-0.5585295,-0.4837869,0.21476333,-0.6450078,-0.2025751,-0.6787498,-0.19787106
-0.45969364,-0.9563312,-0.40279448,-0.94652885,0.044354722,-0.5580352,-0.07516821,-0.7541133,-0.2974576
-0.41051278,-0.9440036,-0.4207613,-0.86580867,0.099046275,-0.6009949,-0.11104785,-0.7620586,-0.27534553
-0.95983917,-0.9864416,-0.9261459,-0.92887944,0.17429052,-0.5570682,0.099949256,-0.6207909,-0.044827938
-0.36767787,-0.9268301,-0.41321558,-0.81093204,0.141813,-0.60135984,-0.08414419,-0.73291296,-0.23783807
0.05541416,-0.92446434,-0.94662136,-0.91719455,0.18011945,-0.7542611,-0.73738885,-0.9032824,-0.6409689
-0.8526365,-0.9704832,-0.80721617,-0.9348166,0.16440178,-0.5526811,0.074681714,-0.65198225,-0.04947239
-0.34279132,-0.94031346,-0.43008167,-0.8780696,0.11867108,-0.5763387,-0.061401263,-0.7679842,-0.2562292
1.0045311,-1.007071,-1.0273645,-1.035781,-0.39234132,-0.6977209,-0.6625818,0.003770668,-0.4448561
-0.32302916,-0.9311995,-0.689481,-0.6285349,0.26080495,-0.6771373,-0.12505017,-0.7679307,-0.2090175
1.005761,-0.929288,-0.80694664,-0.6769493,0.66898495,-1.0224026,-1.0280437,-0.3489621,0.080541834
-0.52556396,-0.45490304,-0.71007407,-0.8132531,0.71582675,-0.7671358,0.106448576,-0.9123119,-0.10577897
-0.81079936,-0.95811856,-0.7293825,-0.9523573,0.15505551,-0.5514064,0.061519638,-0.66839004,-0.072202176
0.9797664,-1.0193596,-1.0339358,-1.0410634,-0.42241913,-0.69400984,-0.63855374,0.017656405,-0.44404823
0.9822436,-1.0201232,-0.90604454,-0.98368067,-0.20895936,-0.5103991,-0.52706736,-0.83546984,-0.6294751
-0.15805662,-0.97728205,-0.91215324,-0.91576546,-0.43314612,-0.5685143,-0.85999817,-0.67034316,-0.1321433
-0.51282495,-0.9566797,-0.37682503,-0.9958164,0.079630956,-0.5706783,-0.056839988,-0.7646711,-0.289126
0.68630207,-0.94233274,-0.847703,-0.9349495,-0.82819456,-0.75197667,-0.68188006,-0.6019336,-0.9635836
0.5571434,-0.95334303,-0.90874934,-0.9501566,-0.6754195,-0.73545784,-0.71369326,-0.67754847,-0.8663279
0.87126434,-1.0207903,-0.92355317,-1.0090184,-0.2418362,-0.4821641,-0.5387525,-0.8417777,-0.6368966
-0.5519758,-0.87280744,0.037328914,-0.8628361,0.074007615,-0.5344372,-0.17879589,-0.53682715,-0.13134214
0.9854288,-0.9961941,-1.0148486,-1.0477803,-0.39078784,-0.69496876,-0.6342096,-0.002479713,-0.44960362
-1.1157569,-0.99827117,-0.94425106,-0.95182216,0.23755439,-0.55151004,0.18783875,-0.6470641,-0.06731063
1.0215765,-0.96370023,-0.82464874,-0.6708749,0.7699469,-1.1011336,-1.1005284,-0.3742204,0.120775715
1.165685,-1.0242518,-0.88850075,-0.71568567,0.8442479,-1.1818454,-1.1936476,-0.35555592,0.15616137
-0.16896898,-1.0311722,-0.990088,-0.96600145,-0.5215134,-0.58855766,-0.969575,-0.6619507,-0.15211004
0.6478427,-0.80189955,-0.7159284,-0.9020695,0.0796058,-0.53193253,-0.34729785,-0.79717374,-0.42727932
-0.49126196,-0.9526267,-0.38891405,-1.0171318,0.049949065,-0.56024146,-0.070393965,-0.7599975,-0.2913913
0.97895426,-1.0139735,-1.0360451,-1.05178,-0.42798805,-0.6915707,-0.64070845,-0.001407128,-0.4636826
0.8166703,-0.9816417,-0.90047914,-1.0033559,-0.944999,-0.7594161,-0.74645597,-0.64941347,-1.0441449
0.07061205,-0.9980695,-1.0570393,-1.0123928,0.16220246,-0.7889664,-0.8349218,-0.9459559,-0.74519527
-0.13736519,-0.9411399,-0.55452836,-0.50884867,0.2144515,-0.65817,-0.17580368,-0.71347034,-0.22539693
-0.16612309,-0.9663763,-0.9029131,-0.89686954,-0.38219368,-0.59794044,-0.82621,-0.6764644,-0.16992958
-0.4988118,-0.92263955,-0.36666673,-0.97079325,0.09184438,-0.57247466,-0.053400323,-0.7514969,-0.26186714
-0.2619319,-0.8367679,-0.9153268,-0.6508948,0.355406,-0.8116924,-0.22646122,-0.97572434,-0.28151414
-0.6366105,-0.14966497,-0.561487,-0.8476557,0.9999369,-0.79753834,0.1932476,-0.95880795,0.023421317
0.9567288,-1.0092376,-0.91624516,-1.0061072,-0.17625393,-0.4858809,-0.5425959,-0.8347373,-0.5928899
1.0066482,-1.0481598,-1.0661354,-1.1069112,-0.4520169,-0.70180863,-0.6564619,0.004061837,-0.5025802
-0.32739085,-0.83641225,-0.98325247,-0.71857804,0.33963442,-0.8251495,-0.23297088,-1.0223608,-0.35723597
0.9787455,-1.0026475,-0.99637353,-1.017818,-0.3886662,-0.6737193,-0.6217641,-0.05742697,-0.44862002
-0.48822445,0.88129973,0.9011191,-0.10966788,0.77902377,-0.84347874,0.09579526,-0.72708464,0.9302147
0.9553741,-1.0399123,-0.9465438,-0.999839,-0.1466421,-0.4948625,-0.5765391,-0.86925066,-0.60587215
0.38774943,-1.0204035,-0.7912355,-0.95446265,-0.008758202,-0.528563,-0.46857053,-0.7612133,-0.45873612
-0.5994881,-0.33924657,-0.6475408,-0.8168303,0.8655728,-0.79561615,0.16824178,-0.9109656,-0.035599828
-0.13285607,-0.91650164,-0.60437405,-0.52078485,0.22637852,-0.66224915,-0.16366944,-0.73696804,-0.20458981
0.09905339,-0.9637041,-0.98388,-0.97072047,0.13273712,-0.7552356,-0.79426664,-0.89897895,-0.6841913
-0.61516833,-0.579652,0.65623343,-0.5867686,0.27194393,-0.60845363,-0.26654315,-0.2793828,0.2845444
-0.29443675,-0.83494115,-0.9378101,-0.67809755,0.3362764,-0.81690276,-0.25113887,-0.9948554,-0.3209337
-0.61760014,0.52334213,0.25149637,-0.44955155,1.0852828,-0.9216621,0.17695121,-0.9944946,0.5770285
-0.15664107,-0.62519544,-0.64764357,-0.8915485,0.55286825,-0.65311044,0.2148437,-0.80778307,-0.27216205
0.57241255,-0.97635025,-0.90238106,-0.9025863,-0.00280574,-0.71136314,-0.7092798,-0.66101474,-0.5418185
0.96741647,-1.0277596,-1.0288297,-1.0579658,-0.42646736,-0.70035446,-0.6296006,0.011873979,-0.47514883
-0.41201144,-0.9169794,-0.3955506,-0.8778902,0.11129445,-0.5829595,-0.0833358,-0.7331667,-0.25513673
0.012176102,-0.9829578,-0.9412101,-0.94310397,-0.32919687,-0.63466877,-0.88182944,-0.7335079,-0.34075755
-0.6236237,-0.6653108,0.5891216,-0.6589638,0.2038108,-0.57186216,-0.26711404,-0.26042822,0.20062095
-0.47982854,-0.8996312,-0.21174075,-0.9580643,0.1077864,-0.5602812,-0.083929166,-0.6822465,-0.21018752
0.2737424,-0.96457183,-0.8866745,-0.953366,-0.58745205,-0.6517008,-0.79424894,-0.6518842,-0.54477346
-1.0625525,-1.0047734,-0.9763706,-0.9610037,0.260507,-0.5739916,0.18305631,-0.66806513,-0.0191316
1.0280157,-0.95391625,-0.8274933,-0.66620797,0.76978374,-1.0850918,-1.073775,-0.36811966,0.11669305
-0.8350741,-0.9617958,-0.77734995,-0.9442883,0.1534474,-0.5514979,0.07091172,-0.64410967,-0.060167223
-0.50523365,-0.9529372,-0.35260922,-1.0073324,0.07488637,-0.5666541,-0.056136355,-0.76552993,-0.2855993
-1.0013472,-0.99747354,-0.9358455,-0.96417737,0.21019797,-0.5644182,0.13161148,-0.6581094,-0.027954817
-0.24612486,-0.8447825,-0.8569841,-0.6165059,0.3120262,-0.79472363,-0.21689533,-0.92902756,-0.27565604
-0.15353474,-0.9056199,-0.647036,-0.5448109,0.2425368,-0.68960696,-0.19659248,-0.7723523,-0.23711713
0.8154835,-0.9758974,-0.9129654,-1.0055511,-0.84915376,-0.7360526,-0.7302451,-0.59754086,-0.951268
0.7730029,-0.89120245,-0.8153511,-0.7541478,0.24430789,-0.8570762,-0.8043803,-0.3465838,-0.20968339
-0.14503342,-0.9858266,-0.93282497,-0.9413683,-0.48845828,-0.5783568,-0.92203575,-0.68205005,-0.13856879
-0.06992888,-0.9756642,-0.938727,-0.9061048,-0.26245207,-0.6469983,-0.8593065,-0.74769074,-0.33931118
0.66519177,-0.959523,-0.88028526,-0.953827,-0.8143495,-0.7494376,-0.6791607,-0.6127693,-0.9670844
0.9933925,-1.022728,-1.0414222,-1.0618188,-0.41306716,-0.69403034,-0.66520256,0.005520005,-0.4579698
-0.34268475,-0.82437587,-0.98538476,-0.71744925,0.35401607,-0.8412751,-0.2451059,-1.0460815,-0.3419836
-0.33248913,-0.95123243,-0.49316663,-0.77823895,0.12731144,-0.5939667,-0.13284518,-0.75061524,-0.2545871
0.7534081,-1.0037427,-0.94234365,-1.0237391,-0.91006845,-0.75939447,-0.7455042,-0.66022575,-1.0642753
-0.33113772,-0.8128949,-0.95546937,-0.7032117,0.37160164,-0.8329623,-0.23834635,-1.0162871,-0.3200459
-0.5071883,-0.93823195,-0.43040913,-0.9527022,0.08362657,-0.5645591,-0.054264948,-0.74220186,-0.25835812
-0.63130677,1.5147715,1.4051946,0.06703259,1.0350566,-1.0165671,0.19820161,-0.87729603,1.3695197
-0.31771913,-0.9392978,-0.86508137,-0.8950581,-0.25297415,-0.5632506,-0.6046541,-0.6713878,-0.098357916
0.82626,-1.0070673,-0.9171855,-0.99656534,-0.937859,-0.75977284,-0.75521976,-0.63633823,-1.0268761
-0.19381332,-0.842026,-0.76329046,-0.5931397,0.30462718,-0.7351775,-0.1884707,-0.8963398,-0.24440813
0.7846388,-1.0048281,-0.91094863,-0.9851863,-0.75166833,-0.7173676,-0.70914716,-0.49896023,-0.85940325
0.9797428,-1.1301649,-1.142939,-1.1245008,-0.4688564,-0.7254587,-0.67133147,0.061349887,-0.5251161
-0.09791121,-0.93899566,-0.57070655,-0.502958,0.21874422,-0.6570502,-0.20029701,-0.6855588,-0.19093755
-0.13445961,-0.9376667,-0.4871391,-0.59608525,0.21455999,-0.65854275,-0.1152945,-0.7376243,-0.19826359
-0.36616653,-0.71021605,-0.90382564,-0.7146737,0.4547696,-0.80334496,-0.15031707,-1.0032268,-0.28832388
-0.18085438,-1.0006527,-0.96827817,-0.93892753,-0.47338545,-0.5811262,-0.9208567,-0.6790599,-0.1694158
-0.052505787,-1.0107583,-0.9278497,-0.95386416,-0.49351507,-0.61120856,-0.90981257,-0.71164614,-0.22156563
-0.24187672,-0.83324075,-0.86522734,-0.607069,0.30810553,-0.7804196,-0.22086714,-0.92211306,-0.27608746
-0.49240974,0.17022583,0.020364903,-0.57944256,0.75832665,-0.72993493,0.058382474,-0.79325455,0.29142088
0.9790144,-0.9235487,-0.79986,-0.6802568,0.5600022,-1.0011715,-0.9676232,-0.30282614,0.016438976
-0.1659618,-0.98805344,-0.92663634,-0.9311656,-0.4498067,-0.5641837,-0.8692853,-0.6755025,-0.13023162
-0.15440899,-0.98076165,-0.920889,-0.9232048,-0.45889145,-0.57003766,-0.8736494,-0.6835712,-0.12473056
0.7671509,-1.0064096,-0.935657,-1.0120579,-0.93074214,-0.76698536,-0.7435689,-0.62651145,-1.049892
-1.0250704,-0.99641323,-0.9763468,-0.96032923,0.25198877,-0.575471,0.16773833,-0.6493314,-0.034036398
0.12311757,-1.0101916,-1.1026797,-1.0444419,0.09579675,-0.7979347,-0.9126131,-0.89882797,-0.78227425
-1.0421273,-0.9972927,-0.9601956,-0.97124606,0.21093373,-0.55748385,0.15071274,-0.6507529,-0.0388999
0.07700039,-0.9422592,-0.97374773,-0.95468277,0.15795688,-0.7637683,-0.7340178,-0.9072545,-0.68021053
-0.3171865,-0.85763854,-0.9837725,-0.7177623,0.3212381,-0.8209445,-0.27146196,-1.0163757,-0.34439313
-0.6363438,-0.2163735,-0.59781545,-0.8269746,0.98508185,-0.81385803,0.17909394,-0.9289983,0.028150678
0.9397427,-0.9929446,-0.96131504,-1.0205506,-0.35293752,-0.60430056,-0.5946354,-0.2777951,-0.49264842
-0.50904053,-0.9685909,-0.3455822,-0.9959355,0.09487198,-0.5709292,-0.06880306,-0.7679473,-0.27677888
-0.07414033,-0.8928325,-0.93882096,-0.82917434,0.23166288,-0.77077496,-0.5390153,-0.9212706,-0.5252483
0.14135776,-0.96423876,-0.910753,-0.9570164,-0.39308542,-0.66002005,-0.8451137,-0.6927606,-0.5003735
0.87685645,-1.0724938,-1.0085672,-1.0081887,-0.37721407,-0.66251117,-0.6668179,-0.10819875,-0.5150598
-0.31590867,-0.8193813,-0.9586063,-0.70378834,0.35628676,-0.8177308,-0.21779431,-1.0041556,-0.31906217
0.92275465,-1.0033443,-0.91562873,-1.0040696,-0.17580141,-0.48352703,-0.5383649,-0.8430346,-0.5863942
-0.5757253,-0.28068432,-0.66254914,-0.8072886,0.8609328,-0.8208579,0.075006545,-0.98085594,-0.027418004
-0.99023336,-0.98973167,-0.9498632,-0.9627665,0.2176851,-0.5659366,0.14145519,-0.6492808,-0.030924618
-0.1650919,-0.917905,-0.6651459,-0.5505184,0.22104889,-0.6863721,-0.1898246,-0.7706879,-0.2510555
0.9277577,-0.91803837,-0.78846085,-0.714101,0.37015826,-0.84596515,-0.860411,-0.29759276,-0.050367855
-0.14646286,-0.9153215,-0.60747063,-0.54291546,0.22079398,-0.6749411,-0.18409415,-0.7355346,-0.2219283
-0.6560396,-0.1656191,-0.53824824,-0.8688743,1.0166898,-0.78633595,0.21969868,-0.97112864,0.037836492
0.812115,-1.0060129,-0.93468684,-0.94592077,-0.6491862,-0.654332,-0.6695009,-0.46263608,-0.81261927
-0.52721673,-0.7935165,0.1302016,-0.7756086,0.15196149,-0.52506477,-0.12634462,-0.47811583,0.012610228
-0.045179512,-0.9120193,-0.89464307,-0.8352671,0.19277972,-0.74742,-0.5884974,-0.89505076,-0.5431218
0.9897546,-1.0134304,-1.0110565,-1.0262564,-0.34111756,-0.7065348,-0.6379427,-0.014915001,-0.41753012
0.9301612,-0.9884412,-0.96998346,-0.99360853,-0.365022,-0.69432014,-0.61726975,0.005154628,-0.41764158
-0.24168307,-0.8415915,-0.8227471,-0.6379843,0.30088025,-0.74943745,-0.19745702,-0.92183447,-0.27630407
-0.16988778,-0.9534954,-0.9159898,-0.8702858,-0.4276287,-0.5908132,-0.84387827,-0.6500186,-0.13554703
-0.400165,-0.95071864,-0.44085187,-0.914096,0.07848121,-0.5732518,-0.0824727,-0.7661258,-0.26374227
-0.17472976,-0.9995009,-0.94191617,-0.93160725,-0.4855954,-0.5820711,-0.9160449,-0.6804737,-0.13501082
0.78841335,-1.0063975,-0.9280915,-1.0166073,-0.9157244,-0.7634282,-0.73666656,-0.63314676,-1.0448017
-0.6794062,-0.9411991,-0.5977364,-0.9341492,0.13455173,-0.55040205,0.016832039,-0.69296724,-0.16369379
1.0448812,-0.9385927,-0.8112693,-0.66558415,0.7195729,-1.0804634,-1.0844216,-0.3278518,0.12205577
-0.1559161,-0.9634055,-0.90163493,-0.90746087,-0.42701203,-0.5715625,-0.8489686,-0.6775071,-0.12375883
-0.6562555,-0.9655664,-0.535281,-1.0176494,0.09814729,-0.5568671,-0.013085619,-0.7466275,-0.219836
-0.23735523,-0.9282292,-0.5816512,-0.5947651,0.20419891,-0.64691716,-0.1482072,-0.72356033,-0.22217907
-0.32395768,-0.8283882,-0.96888757,-0.71227753,0.34981936,-0.82633495,-0.24167404,-1.0252594,-0.33824253
-0.23462358,-0.8852025,-0.98716885,-0.7994545,0.28255224,-0.8058954,-0.38439274,-1.0014052,-0.44942555
0.68928957,-0.9659114,-0.89427274,-0.96288794,-0.9184855,-0.7753845,-0.7476617,-0.6214502,-1.0645971
-0.45550323,-0.94306684,-0.27903068,-0.9603653,0.07880972,-0.54615265,-0.07521881,-0.7454103,-0.28341702
-0.2979805,-0.94858754,-0.46627265,-0.7549954,0.15355778,-0.61728114,-0.13529901,-0.7437912,-0.26295534
-0.60032034,-0.49759915,0.2242213,-0.69357693,0.37124038,-0.6029842,-0.15130079,-0.5122832,0.17726707
-0.29595518,-0.81565,-0.9186063,-0.6699368,0.34512883,-0.80973923,-0.2366146,-0.9844169,-0.30624744
-0.46953374,-0.91123974,-0.2283368,-0.94582206,0.0676171,-0.5509742,-0.11533128,-0.7002288,-0.24810103
0.027864998,-1.0389967,-0.9788396,-0.97395337,-0.52320486,-0.6426449,-0.9411598,-0.71373737,-0.3469004
0.73458886,-0.97872335,-0.884424,-0.9797426,-0.9088993,-0.7675881,-0.7241717,-0.63462126,-1.0386022
-0.23001498,-0.94601375,-0.8580507,-0.8850462,-0.3499778,-0.57232994,-0.75143343,-0.66906786,-0.14523017
0.99364096,-1.0087973,-1.0143087,-1.0345159,-0.382469,-0.70130724,-0.6475125,-0.006923597,-0.43452424
-0.45819044,0.377159,0.5402199,-0.3333084,0.61263126,-0.7139725,0.018263698,-0.62460446,0.55547845
0.089128025,-0.9300417,-0.95823973,-0.96113956,0.14634351,-0.7590568,-0.75475955,-0.8934984,-0.6708831
-0.14188781,-0.8921318,-0.62498707,-0.53083736,0.23399852,-0.6653,-0.17594753,-0.75195134,-0.19627759
-0.2507557,0.36443254,0.29494596,-0.42642438,0.6594194,-0.8051166,-0.07062195,-0.7652133,0.45219368
-0.24390501,-0.9584866,-0.9197373,-0.9178228,-0.4975084,-0.57070684,-0.89757806,-0.57804006,-0.100968346
-0.48838612,-0.42645547,-0.6067159,-0.77462715,0.69751346,-0.74717456,0.05973821,-0.9120256,-0.08766416
0.7841485,-0.96168673,-0.8864778,-0.9728298,-0.8255352,-0.718569,-0.67174447,-0.5955116,-0.9351489
0.99816746,-1.0313206,-1.0403805,-1.0345116,-0.31791192,-0.72266394,-0.73378783,-0.029259901,-0.42518312
0.33477837,-0.9233449,-0.903463,-0.87604636,0.287866,-0.8092295,-0.8260434,-0.7428463,-0.4453731
-0.3119894,-0.8498896,-0.9691548,-0.6987255,0.32281542,-0.80738604,-0.24135324,-0.99676776,-0.34174627
-0.3551951,-0.740903,-0.9521113,-0.7024886,0.42986137,-0.8247207,-0.17881781,-1.0356935,-0.26303986
0.9784883,-1.0135995,-1.0285976,-1.041934,-0.41939068,-0.6905516,-0.6327358,0.000283856,-0.45798942
-0.58975226,-0.96940815,-0.8995541,-0.9010458,-0.124594,-0.54479235,-0.36647737,-0.64620733,-0.09686382
0.9632912,-0.91342914,-0.7915056,-0.6640301,0.68807137,-1.0209762,-1.0276362,-0.31582078,0.113630846
-0.6106905,-0.94724196,-0.5190057,-0.96872306,0.10519567,-0.55554295,-0.014033601,-0.7208957,-0.20970169
-0.4055247,-0.92794394,-0.4017611,-0.8607331,0.10440613,-0.5811535,-0.09138493,-0.7393589,-0.25888062
0.46691012,-0.97431624,-0.8826848,-0.8192918,0.14405592,-0.71220136,-0.6477196,-0.75570756,-0.4601155
-0.31512743,-0.81768507,-0.95559883,-0.6839329,0.3587051,-0.81887776,-0.23574859,-1.0086164,-0.3028979
0.9735552,-0.9318986,-0.7858668,-0.6730104,0.65173054,-1.0366654,-1.0405105,-0.3405948,0.08317864
0.007602071,-0.9118557,-0.9507747,-0.8945943,0.1847957,-0.76747483,-0.6545416,-0.9145994,-0.61386573
-0.21225569,-0.9763248,-0.91183555,-0.85041016,0.09653116,-0.71114284,-0.47415996,-0.8544845,-0.37984246
0.90407825,-0.99562716,-0.91282713,-1.011816,-0.17742337,-0.48246476,-0.5110457,-0.8452683,-0.59806675
-0.5405232,-0.9339468,-0.7444216,-0.7611187,0.18346791,-0.6063861,-0.02780576,-0.7081807,-0.15170363
0.9910893,-1.0313101,-1.029516,-1.0718875,-0.42595655,-0.69247705,-0.6560136,0.005179782,-0.47335345
-0.6501777,-0.9529175,-0.5556202,-0.99321157,0.13319944,-0.55749136,-0.002723917,-0.73732746,-0.21884722
-0.5680065,-0.2865454,-0.616379,-0.82028216,0.84959066,-0.77489334,0.09133351,-0.94566417,-0.047326446
-0.066347264,-0.9689441,-0.94459224,-0.9137463,-0.30284613,-0.6305058,-0.8622958,-0.7407798,-0.30664745
-0.09348305,-0.93194973,-0.54504204,-0.51722795,0.22438581,-0.6752479,-0.17228,-0.72551,-0.204757
0.99095947,-1.0149869,-1.0154194,-1.0460296,-0.41055995,-0.69345874,-0.6185159,-0.006996166,-0.46944743
-0.6466039,-0.5427191,0.6995485,-0.56660867,0.27599227,-0.5935783,-0.26094913,-0.284669,0.31405264
0.7819408,-0.99915123,-0.9197148,-0.9990457,-0.9252053,-0.7592983,-0.7353706,-0.6110997,-1.0367291
0.7329059,-1.0022578,-0.919291,-0.9890614,-0.97165287,-0.7616887,-0.7444028,-0.6261779,-1.1060538
0.4439842,-0.9488399,-0.850787,-0.9094786,-0.6717361,-0.692048,-0.740219,-0.6150897,-0.7156776
1.0196412,-1.0921733,-1.0950555,-1.1175811,-0.4279601,-0.7289793,-0.70607847,0.007439394,-0.5185616
-0.3166142,-0.83708894,-0.98131645,-0.71923727,0.35494,-0.841905,-0.24478455,-1.0258629,-0.33180636
1.0203542,-0.9062674,-0.80728054,-0.66195613,0.7000904,-1.0585196,-1.0219176,-0.33565456,0.11864529
-0.57554203,-0.8474278,-0.040354595,-0.93015337,0.14748101,-0.5809879,-0.09415291,-0.62252975,-0.13776411
-0.20923555,-0.841377,-0.7465521,-0.5916577,0.2963336,-0.72554815,-0.18669818,-0.84412783,-0.2400271
-0.29637077,-0.83664095,-0.9272092,-0.6979856,0.32478333,-0.79587364,-0.23543666,-0.97915393,-0.32980898
-0.5763788,-0.9337309,-0.32156193,-1.0003885,0.05410199,-0.53458995,-0.032970563,-0.73638725,-0.27502277
-0.28157067,-0.87497187,-0.9412353,-0.7046764,0.31124276,-0.7870396,-0.3085209,-0.9622787,-0.35163632
-0.47555965,-0.9422926,-0.36001027,-0.9652191,0.06605951,-0.5732566,-0.07236694,-0.7430608,-0.2717031
-0.20777518,-0.870066,-0.7503227,-0.5766774,0.29184818,-0.7289978,-0.19463809,-0.8490146,-0.24724048
-0.30481708,-0.8140349,-0.9302863,-0.6659945,0.3609575,-0.8202459,-0.23730229,-0.98502797,-0.30497572
0.7829814,-0.97739637,-0.87162185,-0.9732271,-0.85864663,-0.72942215,-0.71146625,-0.5848261,-0.94347274
-0.50239193,-0.946719,-0.35611606,-0.99219054,0.09235154,-0.586853,-0.06620349,-0.76765037,-0.28759027
0.7023195,-0.99245054,-0.9463237,-1.0150775,-0.9301277,-0.787675,-0.75508344,-0.6497611,-1.121182
-0.8692173,-0.9697986,-0.8505902,-0.92216253,0.17660624,-0.5686983,0.0824189,-0.65604687,-0.044567674
-0.42475185,-0.8996413,-0.44921762,-0.85295296,0.09175055,-0.5664172,-0.09997742,-0.71288073,-0.25218388
