Carbon Finance Index,"Agriculture, forestry, and fishing, value added USD",Trade in USD,Fossil fuel subsidies in USD,Carbon intensity of energy production (Kg/KWh),Imported or exported CO2 emissions per capita,Consumption-based carbon intensity (Kg/$),Annual GDP Growth,Fossil fuel consumption per capita (TWh)
-0.5407369,-0.78652453,0.21662042,-0.8262585,-0.036288366,-0.57318515,0.02059858,-0.18149886,-0.37004066
-0.77195776,-0.943968,-0.8149606,-0.95751,0.11512539,-0.57903695,-0.07845388,0.095870174,-0.68947893
-0.110502236,-0.9124205,-0.554679,-0.59222907,0.14003633,-0.6295121,-0.227367,-0.18050149,-0.71200484
-0.12804466,-0.91216135,-0.5741397,-0.5789229,0.17320904,-0.6311667,-0.23570123,-0.15512192,-0.71390796
0.39643666,-1.1480228,-1.0809724,-1.0123167,-0.43757182,-0.62684256,-0.259538,-0.81077206,-0.25561002
0.90723324,-1.0073578,-0.94007754,-1.0096017,-0.64930636,-0.72356874,-0.77330714,-0.6932375,-0.4016282
-0.7663928,1.8380386,1.6940378,0.17344302,1.3498718,-1.2150984,1.4751251,0.5503952,-0.7357836
-0.49654987,-0.91472304,-0.33905706,-1.0334874,0.005533636,-0.5461354,-0.28520754,0.002633657,-0.7647254
0.9793978,-0.9574078,-0.8113977,-0.6215655,0.7769817,-1.0441275,0.058408935,-1.041889,-0.29507324
-0.80419874,-1.0468845,-0.87240964,-1.0587224,0.23558196,-0.5950913,-0.29087967,0.6376147,-0.67129457
0.61241823,-1.0852928,-1.0255637,-1.0731045,-0.8402298,-0.75917745,-0.89558226,-0.7637431,-0.5616641
0.04177355,-0.95263964,-0.9099312,-0.8934035,0.15640143,-0.708364,-0.6159036,-0.65674543,-0.85173905
0.16312054,-0.9566509,-0.95482165,-0.85353917,0.16745669,-0.6967695,-0.5851075,-0.582707,-0.8933634
0.9504739,-1.0134178,-1.0130025,-0.9991459,-0.35269606,-0.71854216,-0.47250998,-0.619294,0.014377307
0.8269832,-0.92695045,-0.88012135,-1.0086019,-0.9666896,-0.70958656,-1.0257686,-0.6467791,-0.61045825
1.0114307,-1.0422944,-0.8769867,-0.97095317,-0.20905729,-0.512744,-0.6131743,-0.55798596,-0.7709665
0.14863375,-0.99164045,-1.0295545,-1.0054976,0.13240126,-0.75373787,-0.7568563,-0.8668983,-0.901965
-0.22037354,-0.903047,-0.46510208,-0.7844801,0.10655333,-0.5931136,-0.24603428,-0.13094619,-0.7431761
-0.48403874,-0.8872189,-1.0614653,-0.6805667,0.4477142,-0.8615134,-0.37610662,-0.1857054,-1.0470814
0.16941616,-0.97845495,-0.987628,-0.9334486,0.15768297,-0.67792207,-0.680639,-0.74762064,-0.8802264
-0.33104178,-0.98475254,-0.95013094,-0.9645999,-0.48343682,-0.62922806,0.012481082,-0.9738516,-0.7836828
0.23920017,-1.0291438,-0.989011,-1.010622,-0.69432074,-0.64699954,-0.4440612,-0.90210235,-0.69710314
-0.19324377,-0.9823417,-0.72421265,-1.0356652,-0.42490244,-0.5880298,-0.11769046,-0.56302637,-0.7338582
0.078398414,-0.9630634,-1.0451891,-0.99454564,0.030830115,-0.6798846,-0.5759871,-0.84064025,-0.8661717
-0.5097427,-0.6765095,-0.90053767,-0.7238551,0.55562896,-0.8152233,-0.28414142,-0.121406585,-1.0009059
0.6218872,-0.97439796,-0.8891524,-0.914521,0.015483096,-0.5658468,-0.5396135,-0.52049917,-0.8294868
0.8958297,-0.9915641,-0.89694417,-1.0055982,-0.5658905,-0.66057664,-0.83460927,-0.61795837,-0.6870351
0.7065021,-1.0723379,-1.011981,-1.0217537,-0.4526617,-0.6576186,-0.4182136,-0.68484646,-0.12575471
1.0252035,-0.98960036,-0.8032899,-0.62132686,0.8280633,-1.0987288,0.07398184,-1.0740827,-0.31236333
-0.16123274,-0.98156065,-0.89564437,-0.90398574,-0.30297786,-0.54448825,-0.14247897,-0.65253425,-0.71865916
-0.35978428,-0.850711,-1.0155381,-0.6926167,0.3501343,-0.8063197,-0.38679656,-0.25280574,-1.0000385
-0.20771569,-0.90748596,-0.7381889,-0.57757604,0.2540958,-0.6872075,-0.27233383,-0.2244966,-0.8143377
-0.8031055,2.7165341,2.5583897,0.62416583,1.7885507,-1.4694712,1.9820977,0.8821446,-0.7716664
-0.30174297,-0.95127064,-0.57389003,-0.97922903,-0.16040039,-0.5756954,-0.20985645,-0.30634597,-0.7378676
-0.5718887,-0.94283354,-0.6453439,-0.9045262,0.06311318,-0.5749412,-0.18642956,-0.05722431,-0.73695153
0.8759822,-1.1261921,-1.1018494,-0.9447798,-0.27249962,-0.74733585,-0.43258774,-0.7941856,-0.08082262
0.65485716,-1.187106,-1.1717924,-1.0765376,-0.49040306,-0.6793186,-0.51285636,-0.7658109,-0.1875883
-0.06431451,-0.9037899,-1.0164287,-0.87881047,0.24190173,-0.75056857,-0.6022207,-0.59058243,-0.94777954
0.43167242,-0.949763,-0.8669895,-0.8422488,0.055952035,-0.5791933,-0.47849607,-0.41636997,-0.8199719
0.81663114,-0.99599624,-0.8942821,-0.9999704,-0.89110297,-0.7638025,-1.0002518,-0.7073333,-0.655533
-0.031349264,-0.93485796,-0.96076083,-0.88067764,0.19353692,-0.7228791,-0.596503,-0.6295949,-0.8833548
0.96833396,-1.0239533,-0.90040874,-1.0073698,-0.24772607,-0.53345335,-0.65079415,-0.56317544,-0.77324337
0.9849141,-1.0431515,-1.0207694,-1.0160933,-0.34125865,-0.7218836,-0.4952619,-0.64063257,0.028668676
-0.49572477,-0.49906468,-0.80167615,-0.79525846,0.67964745,-0.8070033,-0.21281312,-0.09632307,-0.96485996
-0.8720066,0.052674517,-0.55744684,-0.8691829,1.3831395,-0.89274603,0.05480181,0.17473301,-0.94994384
-0.45442903,-0.5714575,-0.8275025,-0.79257584,0.5933706,-0.7986135,-0.24069099,-0.0990335,-0.9807891
-0.078355156,-0.96012044,-0.9554331,-0.99660534,-0.54218227,-0.5313018,-0.07592322,-0.8755265,-0.71360767
0.5321712,-1.0482211,-0.92105794,-1.0304675,-0.79341334,-0.77427256,-0.82591915,-0.79707146,-0.67648244
-0.13672057,-0.90680534,-0.5730407,-0.5706179,0.16723858,-0.62695867,-0.20834924,-0.16501126,-0.70255244
-0.47473392,-0.60825014,-0.8567904,-0.75698155,0.6111794,-0.8207229,-0.23658673,-0.14746293,-0.9856318
0.8650181,-0.9564995,-0.7777649,-0.43080208,0.82570523,-1.0430384,0.20065169,-1.0651729,-0.30509537
-0.2805933,-0.9486041,-0.73196566,-0.7893034,0.2294627,-0.61976904,-0.3985268,0.33654746,-0.68622047
0.9201919,-1.0328887,-0.9640247,-0.8409675,0.2094086,-0.86729413,-0.28894442,-0.8602319,-0.20186666
-0.26113582,-0.954727,-0.5992594,-0.9967207,-0.058506727,-0.6356306,-0.3199585,-0.29884782,-0.77275306
-0.14043418,-0.9795851,-0.93716717,-0.97935784,-0.5506987,-0.576315,-0.033185285,-0.86823386,-0.68324494
-0.6842227,-0.2816918,-0.624528,-0.8096474,0.92386246,-0.8184352,-0.014462184,0.109092124,-0.9387424
-0.17286795,-0.9681218,-0.9016957,-0.9656626,-0.44150317,-0.5798659,-0.09527089,-0.7526133,-0.7233166
0.030302681,-0.9378873,-0.91318536,-0.8908799,0.1736138,-0.7040615,-0.5833242,-0.6396217,-0.84692734
-0.4690841,-0.9550849,-0.5031995,-1.0042831,-0.005048886,-0.5770639,-0.27928472,-0.092620604,-0.77294296
0.2880177,-1.0113671,-1.0122132,-1.0025142,-0.1234303,-0.74817747,-0.84004045,-0.8625113,-0.84696984
-0.4766976,-0.9021536,-0.041888952,-1.0481429,-0.41686726,-0.2002904,0.026014078,0.023301758,-0.36146805
-0.0346689,-1.1189123,-1.0766189,-0.82714236,-0.22025637,-0.6963433,-0.10218091,-1.0045848,-0.5846273
-0.4473054,-0.7824688,-0.9694344,-0.7069631,0.45649076,-0.8325329,-0.31736022,-0.22052741,-1.0125777
-0.35313454,-0.9562745,-0.49091488,-0.85681885,0.113183625,-0.6094516,-0.27619556,-0.11388051,-0.75016975
0.26711962,-0.99125725,-0.9929664,-0.9832096,-0.23788814,-0.7146339,-0.69493806,-0.82303476,-0.80582845
-0.48190644,-0.9168967,-0.32590008,-1.0610383,-0.023172632,-0.5443309,-0.2929998,0.023129579,-0.7708736
0.021568961,-0.9393486,-0.89594805,-0.8693617,0.16394962,-0.694679,-0.5621122,-0.60939413,-0.83770496
-0.30455348,-1.0115391,-0.9846054,-0.981899,-0.50921416,-0.6140947,-0.037045907,-0.933384,-0.78881526
-0.102074586,-0.96385443,-0.9547132,-0.97821605,-0.49856645,-0.54864913,-0.08054635,-0.8643996,-0.7103939
0.7706202,-0.9830652,-0.85860837,-0.941974,-0.065349795,-0.4890778,-0.5517183,-0.46330234,-0.8087536
1.0134932,-1.0381761,-1.007114,-0.98739165,-0.38937622,-0.7199989,-0.47446314,-0.64574915,0.06237829
0.12919667,-0.9969079,-1.0764828,-0.9998037,0.034299783,-0.7037613,-0.59195703,-0.8934194,-0.8707822
0.8130101,-0.96613634,-0.94186974,-0.89696777,-0.052325234,-0.74098766,-0.23855956,-0.71153224,-0.14509067
-0.12125235,-0.91693604,-0.7167686,-0.62048614,0.20838119,-0.6776447,-0.31420392,-0.26463073,-0.78058076
1.0037004,-1.005443,-0.98446584,-0.9833198,-0.35002232,-0.714268,-0.43738553,-0.64036727,0.04589889
0.14704728,-1.0062768,-1.0421612,-1.0067716,0.11402669,-0.7426695,-0.7707281,-0.8497002,-0.90891355
-0.082009695,-1.0071731,-0.97651017,-0.97791934,-0.57727385,-0.5846649,-0.07022704,-0.8828217,-0.72451186
-0.118730776,-0.9348093,-0.6011515,-0.5582017,0.19283593,-0.6600863,-0.25685626,-0.17535037,-0.73107123
0.2987161,-1.0114884,-0.97206277,-1.0015184,-0.6891629,-0.664353,-0.4775157,-0.8672784,-0.6906052
-0.8615194,-1.0617951,-0.9195986,-1.068765,0.19907118,-0.5782196,-0.21500276,0.55034536,-0.6438683
-0.11914148,-0.91741186,-0.6175706,-0.52776986,0.20079282,-0.63563955,-0.23075123,-0.20148063,-0.7268698
-0.84944046,-0.96870166,-0.95943713,-0.9609846,0.18137302,-0.5587942,-0.051339056,0.17951709,-0.6666515
-0.10343256,-0.9708447,-0.9526765,-1.0022315,-0.45896542,-0.5650194,-0.09019722,-0.83060646,-0.7555866
0.16085324,-1.1103581,-1.0682274,-0.8435406,-0.24179195,-0.63824266,-0.12991978,-0.90164614,-0.40170112
-1.3075842,3.5472987,3.4847884,0.79548156,2.529686,-1.8716695,2.7532263,1.1865171,-0.882859
-0.24918902,-0.9920286,-0.83832973,-0.9565483,-0.38008654,-0.58575046,-0.13217202,-0.62798965,-0.7303998
-0.4407118,-0.9359146,-0.37339887,-0.97603697,0.019722536,-0.5562808,-0.28622815,-0.029100712,-0.7520058
0.74752927,-0.9984369,-0.92536217,-0.97673845,-0.76389474,-0.7211837,-0.80298495,-0.69778967,-0.47292227
0.8334739,-1.0227411,-0.90515375,-1.0048088,-0.9950096,-0.80013895,-1.0726998,-0.76206374,-0.63741505
-0.10246394,-0.9326375,-0.61572075,-0.580668,0.17407826,-0.6524103,-0.27195108,-0.17170444,-0.72806823
0.9817766,-1.0284544,-0.91015613,-1.0556417,-1.1889178,-0.8080773,-1.172219,-0.82625043,-0.6053812
0.91552967,-1.0197841,-0.91397375,-1.0241344,-0.7083791,-0.6806845,-0.92297375,-0.63019437,-0.65865046
-0.67024815,-0.6875859,-0.7543069,0.9721233,0.18963712,-0.7645681,0.8747863,-0.5566898,-0.44020733
-0.75362444,-0.712212,-0.771301,0.6296132,0.18390292,-0.7382247,0.65373516,-0.39326376,-0.5526854
0.03380037,-0.9555217,-0.9723284,-0.9387844,0.18638764,-0.73028576,-0.65690076,-0.71592975,-0.8873361
0.6782422,-1.1769017,-1.1384891,-1.0950166,-0.45430267,-0.6700471,-0.45699692,-0.8076539,-0.14435801
1.0066539,-1.0274287,-1.0050151,-0.9916187,-0.36263663,-0.7255204,-0.44707692,-0.65044624,0.048046116
0.8871596,-0.92897105,-0.8084658,-0.65781265,0.59443086,-0.93996924,-0.004751813,-0.96771675,-0.33318934
-0.1211156,-0.91500986,-0.5882846,-0.51299554,0.19486912,-0.6300528,-0.20613104,-0.15964073,-0.70872796
-0.05264678,-0.9352926,-0.6876147,-0.62950796,0.15708435,-0.6612362,-0.3408003,-0.25780457,-0.7588502
-0.4763119,-0.93291354,-0.29600176,-1.0488744,0.008862019,-0.5559185,-0.3060974,0.033234708,-0.79191154
-0.45249578,-0.84489805,-1.0341909,-0.69201016,0.42702508,-0.8511607,-0.3595037,-0.24766904,-1.053101
0.95869917,-1.0306413,-1.0087298,-1.0126753,-0.3701194,-0.7254024,-0.46442065,-0.6199408,0.028028209
1.0108659,-0.9806568,-0.8137569,-0.64633125,0.78871655,-1.0632005,0.036865223,-1.0493478,-0.29381898
0.91595113,-0.979691,-0.9149327,-0.8773113,0.001337886,-0.7822942,-0.25047827,-0.7502286,-0.11153805
0.84752095,-1.0141792,-0.92320645,-1.0183917,-0.89013284,-0.75635284,-0.9741295,-0.74460524,-0.5612395
-0.8564553,-1.0076331,-0.9928618,-1.0208204,0.066219494,-0.58104354,-0.013359528,0.14675587,-0.7180747
0.10432712,-0.97862625,-1.0130098,-0.99849904,0.15740475,-0.74603784,-0.74685496,-0.84608424,-0.8936095
-0.66942394,-0.94579154,-0.89710224,-0.8750126,0.13036752,-0.58052874,-0.06421002,-0.02550473,-0.6992434
-0.12636356,-0.9112068,-0.61235374,-0.5710737,0.1976111,-0.6324799,-0.27394977,-0.1006616,-0.7163745
0.9631591,-1.0393435,-0.8710928,-0.96573365,-0.13103835,-0.48166335,-0.5934539,-0.50207764,-0.8010022
0.8616104,-0.99393225,-0.8976289,-0.9935459,-0.9919941,-0.7503019,-1.0292774,-0.71265376,-0.617119
0.9463087,-0.97279656,-0.8587089,-0.6820394,0.5524528,-0.9846094,-0.03640684,-0.98690784,-0.2489196
0.787687,-1.0255291,-0.9117495,-1.0067604,-0.90604776,-0.77932566,-0.9941918,-0.7047363,-0.63675725
-0.48311952,-0.7269176,-0.93062055,-0.7378879,0.5114797,-0.8390178,-0.29759008,-0.20127499,-1.0213357
0.061687417,-0.9531115,-1.0121868,-0.95187336,0.17862001,-0.7304727,-0.69853896,-0.7736594,-0.89408696
-0.1955758,-0.90094435,-0.7774504,-0.41380313,0.30179554,-0.7481587,-0.19463731,-0.27282542,-0.76195395
0.16982457,-1.1129602,-1.0795517,-1.0391451,-0.67335725,-0.654146,-0.45235646,-0.90216494,-0.606781
-0.0340961,-1.0406117,-0.982779,-0.99816835,-0.61575043,-0.58822423,-0.17114292,-0.92266846,-0.6670826
0.120731615,-1.0618949,-0.9881812,-0.9924486,-0.6518913,-0.64516693,-0.33187234,-0.9589783,-0.7100246
-0.54295087,-0.9606859,-0.41771576,-1.0389264,0.016614236,-0.5595791,-0.26231635,0.002241768,-0.762979
0.96527565,-1.0020713,-0.969919,-0.88173753,0.029169127,-0.81101495,-0.3344974,-0.77772146,-0.0921953
0.9847663,-1.0338285,-0.8736073,-0.9564418,-0.1549143,-0.51171196,-0.5979843,-0.57200915,-0.7773272
0.83736783,-0.9892576,-0.8669348,-0.92792434,-0.07875815,-0.46857584,-0.55391645,-0.4702507,-0.7771995
0.8636727,-0.9877702,-0.8934594,-1.0038596,-0.8479472,-0.72813874,-0.9624605,-0.68537366,-0.6463978
0.9279665,-0.9813664,-0.8641216,-0.6676832,0.60866916,-0.99279547,-0.003427159,-1.0131673,-0.25767717
0.41054425,-1.1718786,-1.097021,-1.0035871,-0.42300975,-0.597193,-0.2756816,-0.8897431,-0.27423298
0.3093903,-1.0977687,-1.0667282,-0.98892266,-0.39165348,-0.6133696,-0.23935713,-0.7990418,-0.36011004
-0.10852804,-0.9409818,-0.9348853,-1.000011,-0.46876943,-0.57133645,-0.06514323,-0.84377795,-0.7428787
0.15091679,-1.0145586,-1.082957,-1.0198876,-0.069502175,-0.72170013,-0.58052987,-0.9381679,-0.8833676
-0.5336093,-0.8522213,-1.0598584,-0.67376137,0.48798877,-0.86439663,-0.30920625,-0.19479153,-1.0255195
-0.8844461,-0.98887134,-0.96053296,-0.95102257,0.1965396,-0.5681537,-0.0168939,0.22028005,-0.6450215
-0.0879237,-0.940715,-0.669158,-0.6090844,0.18886755,-0.6697086,-0.3211603,-0.25236702,-0.7542206
-0.5683943,-0.96471685,-0.61585593,-1.0651298,-0.001424458,-0.5779453,-0.19151725,0.010587551,-0.7873132
0.89143974,-1.0225664,-0.9461679,-1.0010183,-0.61106426,-0.67669284,-0.85172695,-0.63766456,-0.6729157
-0.07411697,-1.0210615,-0.9617733,-0.97902614,-0.5693796,-0.5914355,-0.060741972,-0.89284444,-0.7412951
0.91664743,-0.9732134,-0.83076006,-0.69371253,0.61510736,-0.9496469,-0.03604154,-0.99330956,-0.32367405
0.85067016,-1.017252,-0.89611757,-1.007509,-1.0192066,-0.8108337,-1.1080272,-0.726023,-0.6619371
1.0286981,-1.0903534,-1.0446644,-0.99581474,-0.4120428,-0.71836513,-0.4839056,-0.68661875,0.08498275
-0.49703887,-0.9277892,-0.3330382,-1.0187398,0.029645287,-0.5539328,-0.2816118,-0.019651644,-0.7561682
-0.33027354,-0.9871954,-1.0183954,-0.9716088,-0.5238308,-0.5408918,0.06916152,-0.90146244,-0.69375557
-0.2285279,-0.9513733,-0.6620322,-0.9306009,-0.043416142,-0.6216532,-0.32703212,-0.388743,-0.7732242
-0.91990966,-0.9548435,-0.9284104,-0.95335245,0.15616308,-0.5364274,-0.013593625,0.18854645,-0.6464343
-0.18863013,-0.9502579,-0.77008986,-0.95816565,-0.37016737,-0.56269133,-0.13772836,-0.5777705,-0.72027886
-0.49581996,-0.6104038,-0.86065936,-0.73815846,0.60882413,-0.8097879,-0.24825688,-0.13568649,-1.0021895
-0.06409278,-0.994665,-0.88895136,-1.0138427,-0.60089314,-0.5494837,-0.0367548,-0.80248004,-0.7069391
-0.10625542,-0.946409,-0.63638264,-0.6282833,0.1739084,-0.65324694,-0.32294732,-0.21685442,-0.7668205
-0.33188826,-0.9816026,-0.6792595,-0.9969623,0.3291607,-0.63715345,-0.6291102,1.0231249,-0.66073227
0.90827596,-1.0234277,-0.93498755,-1.0291562,-0.6840018,-0.6651188,-0.88715327,-0.6746256,-0.690518
0.15820453,-1.0799751,-0.979468,-1.012357,-0.6560575,-0.67676413,-0.39630502,-0.9214772,-0.70272577
-0.08615452,-0.9270029,-0.601519,-0.52054226,0.19345462,-0.6427023,-0.24691233,-0.15172705,-0.71147674
0.91567564,-0.9912443,-0.86222976,-0.6686463,0.56923187,-0.9957517,-0.027358603,-1.0249997,-0.21247938
-0.5009813,-0.5182686,-0.79704916,-0.8034169,0.6388507,-0.79979044,-0.21481769,-0.0711298,-0.9631112
0.7094189,-1.0414509,-0.9968369,-1.0046135,-0.47812492,-0.66593504,-0.45498675,-0.67859966,-0.17136844
0.7507465,-0.99370587,-0.8828852,-0.97996825,-0.8974127,-0.76071465,-0.9940628,-0.67045206,-0.6401636
0.95493233,-1.0150318,-0.9294586,-0.7877007,0.35415328,-0.915388,-0.22399722,-0.92368865,-0.23512879
-0.14345512,-0.93049943,-0.64161223,-0.537389,0.21207975,-0.6540686,-0.2298577,-0.21930489,-0.7449363
-0.47822693,-1.0095627,-0.3799073,-1.1037676,-0.038504228,-0.6265289,-0.32510316,-0.062190495,-0.86005074
0.018165298,-0.95011497,-0.93380547,-0.9265017,0.1721781,-0.7126528,-0.6299842,-0.66188425,-0.8629029
-0.12667182,-0.93994296,-0.7027141,-0.62732965,0.20508023,-0.68926513,-0.33276567,-0.2561912,-0.787324
-0.13976416,-0.97039914,-1.0505818,-0.9124426,0.27423537,-0.8059966,-0.6212048,-0.6583101,-1.0020465
0.62138903,-0.9813694,-0.94575477,-0.97477585,-0.1456997,-0.6388038,-0.7009903,-0.7224594,-0.8265187
-0.11547416,-0.9547911,-0.6627837,-0.6210336,0.18163289,-0.6683545,-0.31773096,-0.23052222,-0.76699066
-0.4809356,-0.78959155,-0.99397874,-0.70434755,0.4633112,-0.8401864,-0.35020912,-0.2163699,-1.0084199
0.5713356,-0.95131886,-0.754502,-0.635311,0.43505454,-0.8274074,-0.08010964,-0.71570545,-0.46786028
0.7799768,-1.0221175,-0.8639394,-0.81999296,0.24624713,-0.7182493,-0.3848855,-0.7194232,-0.68163943
0.8805693,-1.0253518,-0.8995471,-1.0146214,-1.0241293,-0.8088202,-1.0932214,-0.75255066,-0.64424914
-0.10338839,-0.96363264,-0.9643087,-0.9701728,-0.50122255,-0.55138,-0.07030338,-0.85248417,-0.71030265
-0.056987457,-0.89726084,-0.5709225,-0.49464515,0.1922722,-0.6126257,-0.18004236,-0.1722036,-0.6753959
-0.4698877,-0.7320337,-0.9524135,-0.7118512,0.48802972,-0.83926684,-0.305044,-0.20575571,-1.0237468
0.13064852,-0.9883652,-1.0274282,-1.0092777,0.12991002,-0.74126714,-0.7552782,-0.8310037,-0.8996924
0.9408876,-1.015331,-0.9231594,-0.9919311,-0.33283007,-0.59279424,-0.6957436,-0.6543316,-0.78934747
-0.09866501,-0.90379274,-0.5837061,-0.49766064,0.21055822,-0.6331404,-0.19543351,-0.17940933,-0.7006445
-0.34072152,-0.9280708,-0.4314587,-0.8599337,0.091991186,-0.59142184,-0.26078078,-0.08291088,-0.7340296
-0.32920375,-1.0269344,-0.6092954,-1.0316725,-0.3051328,-0.5670981,-0.17652817,-0.3669547,-0.7917993
0.2553415,-0.9992088,-0.7629979,-0.6536183,0.27184153,-0.763452,-0.31469637,-0.4751334,-0.6773597
-0.38887468,-0.9423721,-0.780456,-0.73704064,0.1715228,-0.62537676,-0.1956448,0.015492611,-0.70293593
-0.15608579,-0.958424,-0.75629497,-0.99240535,-0.06333319,-0.674089,-0.42887488,-0.49886197,-0.8175224
-0.30180767,-0.8918609,-0.9985857,-0.6608862,0.31046516,-0.79777735,-0.3762856,-0.3021252,-0.9698907
0.4506512,-0.9831872,-0.97506005,-0.991981,-0.08300649,-0.6820083,-0.73910815,-0.80422896,-0.8431299
-1.2328751,1.7838333,1.9490572,0.19395058,1.4487294,-1.3032298,1.5130016,0.26745775,-0.99054766
-0.559115,-0.43069988,-0.74892634,-0.7891888,0.81640464,-0.81860787,-0.15360047,-0.036548313,-0.97486204
-0.1745278,-1.0596231,-1.0724614,-0.94574964,-0.51134557,-0.57111055,0.014800716,-0.9475955,-0.73441327
-0.14915487,-0.9418428,-0.6202126,-0.6414989,0.14301799,-0.6540428,-0.23316292,-0.18743148,-0.7571255
0.96239364,-1.052148,-1.0165635,-1.0483057,-0.41136843,-0.69398654,-0.473962,-0.6264164,0.067050576
-0.46155426,-0.67468476,-0.88976604,-0.7496349,0.54197806,-0.8223792,-0.274766,-0.19287583,-1.0057983
-0.26711792,-0.87801427,-0.8724491,-0.63968617,0.2857467,-0.75120103,-0.3413589,-0.22619116,-0.9119632
-0.63526237,-0.21784653,-0.5282997,-0.9192187,0.9925252,-0.80912197,-0.14842011,0.39092997,-0.90964985
0.75879204,-0.9785127,-0.8964788,-0.991792,-0.8141319,-0.7399317,-0.98148876,-0.6632063,-0.69860077
0.98314154,-1.0185316,-1.0262334,-1.0086346,-0.31186348,-0.73427206,-0.44463983,-0.6733132,0.021336261
1.0198854,-0.98239285,-0.85065424,-0.915247,0.01927735,-0.562958,-0.5476818,-0.585332,-0.7733391
0.9739448,-0.96383995,-0.8079462,-0.5945764,0.7760148,-1.0461102,0.06742053,-1.0882233,-0.29513037
-0.9603294,-1.0017048,-1.0020828,-0.9866575,0.12364209,-0.5585287,0.031021554,0.19146478,-0.6689321
0.7754696,-1.01627,-0.9051157,-1.0003083,-0.89642483,-0.7673064,-1.02633,-0.6864454,-0.64882165
0.9310373,-1.0122173,-0.8772586,-0.8587732,0.2903372,-0.7842179,-0.32253712,-0.78741115,-0.5744488
-0.17234245,-0.9417229,-0.997774,-0.6886576,0.21440652,-0.7535321,-0.43191913,-0.339773,-0.9226076
0.023894496,-0.95321596,-0.9214135,-0.9091051,0.16454642,-0.7049228,-0.60339445,-0.6641724,-0.8620657
0.8442901,-0.9942159,-0.904939,-0.99236256,-0.64631635,-0.6852957,-0.8850604,-0.6475045,-0.7036338
-0.22925663,-0.93045205,-0.62829506,-0.6080002,0.15977605,-0.6409336,-0.20863791,-0.1615594,-0.71764123
-0.16348413,-1.0632821,-1.0374447,-1.0214028,-0.47021043,-0.6067359,-0.109364346,-0.89621323,-0.834422
-0.32128295,-0.5506787,-0.35544053,-0.7327049,-0.13070102,-0.5808725,0.17487626,-0.5391561,-0.63998115
0.9190713,-1.0521445,-1.0652831,-1.0374831,-0.4019552,-0.6883288,-0.45637447,-0.6502114,0.006255332
0.8560866,-1.1075227,-1.0825478,-0.93150145,-0.1881157,-0.77339476,-0.38101757,-0.8279714,-0.11468598
0.20284039,-0.97419834,-0.99926865,-0.9596577,0.015747067,-0.73803884,-0.73465323,-0.77399665,-0.880911
0.35138798,-0.99653184,-1.0108254,-0.98717487,-0.18923669,-0.7516237,-0.86064005,-0.8337205,-0.81051785
-0.09467437,-0.9734754,-0.94014466,-0.98998696,-0.494142,-0.5573973,-0.08152671,-0.86068946,-0.70443267
-0.07831349,-1.2620301,-1.1302088,-0.9194187,-0.46047258,-0.5696152,-0.176811,-1.0856217,-0.55567
0.14667264,-0.98613405,-1.0112438,-1.0112386,0.12353098,-0.7343336,-0.74771833,-0.82956225,-0.8972501
1.0093217,-1.0496293,-1.0162836,-0.9906617,-0.37243629,-0.70147824,-0.53142864,-0.65288764,0.003322635
-0.34830654,-0.9641493,-0.57264376,-0.79702824,0.08392689,-0.62355906,-0.236389,-0.14376111,-0.7655153
0.20759782,-1.0292329,-1.0749886,-1.0053902,0.03830216,-0.7649068,-0.8211092,-0.920196,-0.89686155
0.9636247,-1.0131257,-0.812414,-0.5918512,0.85919493,-1.1213657,0.09977217,-1.1228478,-0.30958995
-0.025056683,-0.93354666,-0.7802819,-0.7607174,0.16500339,-0.6622925,-0.47231656,-0.4361582,-0.7919507
0.9423726,-1.023859,-0.99904037,-1.0218807,-0.46117902,-0.71145815,-0.52990466,-0.64393646,-0.06285493
0.60865754,-0.9764252,-0.79791576,-0.62273675,0.598901,-0.9118021,-0.07846643,-0.8253838,-0.44658905
-0.80465937,-0.96689916,-0.8580258,-0.98527795,0.09495248,-0.55877024,-0.055003565,0.1280615,-0.6605944
-0.17492974,-1.0075691,-0.89718366,-0.9972187,-0.45575315,-0.5772635,-0.11125846,-0.7646112,-0.73428285
0.79908663,-1.0733924,-1.0459927,-1.0425128,-0.38959664,-0.6477381,-0.39896625,-0.6967847,-0.023611601
0.92717004,-1.0711539,-1.0547321,-0.9994888,-0.33869147,-0.7187098,-0.4714373,-0.68835247,-0.038967576
-0.18950155,-0.9822087,-0.6767206,-0.83896405,0.26369983,-0.6437565,-0.536904,0.53871185,-0.70752656
0.9314216,-1.0222441,-0.95548975,-1.025524,-0.37487465,-0.61424077,-0.6289091,-0.5622821,-0.39457533
0.48797238,-0.9593284,-0.88567877,-0.9033215,0.04799348,-0.5757752,-0.52521163,-0.4541344,-0.83111084
-0.29121482,-0.87059665,-1.017688,-0.69882375,0.29843634,-0.79061,-0.3832946,-0.29408085,-0.97731197
-0.7131966,-0.063322976,-0.5397108,-0.8359772,1.119312,-0.8446479,0.0323789,0.1132836,-0.94371
0.12688786,-0.9740384,-1.0023727,-0.9730969,0.12457262,-0.72486717,-0.73836935,-0.8223529,-0.8821463
0.6935371,-0.9839337,-0.91324615,-0.9768289,-0.76419324,-0.75378996,-0.97259074,-0.68428373,-0.7007554
